DatasetName,Target,Pipeline,EvaluationMetric,Time,Size,Website
ECommerceShipping,ReachedonTime,"WR,MM,enc_null,out_null,dup_null,imp_null,NB",0.688636364,0.028192997,"(10999, 12)",https://www.kaggle.com/code/santhoshtsk/ecommerce-shipping-eda-prediction
DrugsCom,rating,"DROP,BE,ZS,fea_null,out_null,dup_null,LDA",0.323669905,11.47641563,"(161297, 7)",https://www.kaggle.com/code/harshjain123/drugs-review-sentiment
BreastCancer,diagnosis,"ZS,out_null,fea_null,imp_null,enc_null,dup_null,NB",0.938596491,0.009020567,"(569, 6)",https://www.kaggle.com/code/sachinsharma1123/breast-cancer-preds-for-freshers-acc-946
Drug200,Drug,"BE,out_null,fea_null,imp_null,nor_null,dup_null,LDA",0.89375,0.116932392,"(200, 6)",https://www.kaggle.com/code/caesarmario/drug-classification-w-various-ml-models
WinequalityN,quality,"LOF,BE,nor_null,fea_null,imp_null,dup_null,RF",0.718649518,0.769969463,"(6497, 13)",https://www.kaggle.com/code/mgmarques/wines-type-and-quality-classification-exercises
MarketingCampaign,Response,"OE,imp_null,out_null,nor_null,fea_null,dup_null,RF",0.896162528,0.23039794,"(2240, 29)",https://www.kaggle.com/code/mgmarques/wines-type-and-quality-classification-exercises
StarTypes,Spectral Class,"IQR,OE,nor_null,dup_null,imp_null,fea_null,LDA",0.941840768,0.02706027,"(240, 7)",https://www.kaggle.com/code/parvathicg/marketing-campeign
ChurnModelling,Exited,"OE,MM,out_null,dup_null,imp_null,fea_null,RF",0.8585,1.300327063,"(10000, 14)",https://www.kaggle.com/code/berkanacar/churn-prediction-by-selecting-from-11-tuned-models
BankPersonalLoan,PersonalLoan,"ZSB,nor_null,fea_null,enc_null,dup_null,imp_null,RF",0.99,0.256357193,"(5000, 14)",https://www.kaggle.com/code/adityakadiwal/eda-and-personal-loan-prediction-acc-97-5
Neo,hazardous,"ED,IQR,enc_null,nor_null,fea_null,imp_null,LDA",0.92099202,0.181002855,"(90836, 10)",https://www.kaggle.com/code/d4rklucif3r/dangerous-or-not-anai-viz
IncomeEvaluation,income,"MR,BE,MM,imp_null,dup_null,out_null,LDA",0.839603808,0.574715853,"(32561, 15)",https://www.kaggle.com/code/prashant111/random-forest-classifier-feature-importance
Banking,y,"IQR,OE,nor_null,fea_null,dup_null,imp_null,RF",0.944278432,2.184715509,"(45211, 17)",https://www.kaggle.com/code/fathurrs/banking-dataset-marketing-targets
bodyPerformance,class,"ED,FE,fea_null,nor_null,out_null,imp_null,RF",0.735349011,1.396033525,"(13393, 12)",https://www.kaggle.com/code/werador/body-performance-classification-models
Data_Cortex_Nuclear,class,"MR,enc_null,fea_null,nor_null,out_null,imp_null,RF",0.996,0.445167065,"(10000, 10)",https://www.kaggle.com/code/werador/body-performance-classification-models
estonia-passenger-list,Survived,"FE,nor_null,enc_null,fea_null,out_null,imp_null,RF",0.909090909,0.108037472,"(989, 8)",https://www.kaggle.com/code/werador/body-performance-classification-models
smoke_detection_iot,Fire Alarm,"DS,dup_null,enc_null,fea_null,out_null,imp_null,RF",0.999760498,2.719765663,"(62630, 16)",https://www.kaggle.com/code/werador/body-performance-classification-models
HR Employee Attrition,Attrition,"OE,DS,MR,enc_null,fea_null,imp_null,LDA",0.87414966,0.039331198,"(1470, 35)",https://www.kaggle.com/code/werador/body-performance-classification-models
hotel_booking,is_canceled,"IQR,fea_null,ZS,dup_null,enc_null,imp_null,RF",0.925925926,0.379801512,"(119390, 36)",https://www.kaggle.com/code/werador/body-performance-classification-models
zoo2,class_type,"OE,nor_null,fea_null,dup_null,enc_null,imp_null,RF",0.956521739,0.081013918,"(113, 18)",https://www.kaggle.com/code/werador/body-performance-classification-models
churn-bigml,Churn,"ZSB,OE,enc_null,dup_null,enc_null,imp_null,RF",0.952023988,0.400143147,"(3333, 20)",https
Brain_stroke_prediction,stroke,"BE,DS,enc_null,dup_null,enc_null,imp_null,RF",0.956870612,0.380135298,"(4981, 11)",https
Breast_Cancer,Status,"OE,MM,enc_null,dup_null,enc_null,imp_null,RF",0.920496894,0.240392685,"(4024, 16)",https
Airlines,Delay,"OE,ZS,enc_null,dup_null,enc_null,imp_null,RF",0.693957007,63.97974825,"(539383, 9)",https
Video_games_esrb_rating,esrb_rating,"fea_null,IQR,enc_null,dup_null,enc_null,imp_null,RF",0.886543536,0.136762857,"(1895, 34)",https
travel insurance,Claim,"MF,OE,ZSB,dup_null,enc_null,imp_null,RF",0.98864016,2.292003155,"(63326, 11)",https
Credit risk,default,"LOF,enc_null,out_null,dup_null,enc_null,imp_null,RF",0.991428571,0.129994631,"(2000, 5)",https
Credit score,Credit_Score,"MEDIAN,IQR,ZS,dup_null,enc_null,imp_null,RF",0.777924032,12.60099697,"(100000, 28)",https
diabetes-dataset,Outcome,"LOF,MM,fea_null,dup_null,enc_null,imp_null,RF",0.98,0.248999119,"(2000, 9)",https
csgo_round_snapshots,round_winner,"OE,nor_null,fea_null,nor_null,dup_null,enc_null,RF",0.880892084,17.13754249,"(122410, 97)",https
cirrhosis,Stage,"MEAN,ZS,fea_null,nor_null,dup_null,enc_null,RF",0.607142857,0.122019529,"(418, 20)",https
card_transdata,fraud,"IQR,out_null,fea_null,imp_null,dup_null,enc_null,LDA",0.994332918,1.776999235,"(1000000, 8)",https
TravelInsurancePrediction,TravelInsurance,"OE,nor_null,fea_null,imp_null,dup_null,enc_null,RF",0.834170854,0.160566807,"(1987, 10)",https
Entrepreneurial Competency in University Students,y,"MEDIAN,OE,ZS,imp_null,dup_null,enc_null,RF",1.0,0.085291862,"(219, 17)",https
hmeq,BAD,"OE,imp_null,IQR,imp_null,dup_null,enc_null,RF",0.957875458,0.279812098,"(5960, 13)",https
pulsar_data_train,target_class,"MEDIAN,IQR,LC,imp_null,dup_null,enc_null,LDA",0.98545388,0.262160301,"(12528, 9)",https
Customer Segmentation,Segmentation,"OE,DROP,IQR,MM,dup_null,enc_null,RF",0.528436019,0.499905825,"(8068, 11)",https
HR Analysis Case Study,is_promoted,"OE,ZS,nor_null,out_null,dup_null,enc_null,RF",0.931468961,2.705006123,"(54808, 14)",https
salary,salary,"MF,OE,MM,out_null,dup_null,enc_null,RF",0.859818824,1.862260818,"(32561, 15)",https
Income,income_>50K,"imp_null,OE,nor_null,out_null,dup_null,enc_null,RF",0.85645933,2.53425765,"(43957, 15)",https
music_genre,music_genre,"DROP,OE,ZS,out_null,dup_null,enc_null,RF",0.556644336,12.3941195,"(50005, 18)",https
Skyserver,class,"IQR,nor_null,fea_null,nor_null,out_null,dup_null,RF",0.988927846,15.16933846,"(100000, 18)",https
depressed,depressed,"IQR,ZS,dup_null,fea_null,out_null,dup_null,RF",0.860215054,0.119566917,"(1429, 23)",https
watson_healthcare_modified,Attrition,"OE,ZS,nor_null,dup_null,out_null,dup_null,RF",0.928571429,0.191499233,"(1676, 35)",https
Go To College,will_go_to_college,"imp_null,OE,enc_null,fea_null,dup_null,out_null,RF",0.935,0.113805771,"(1000, 11)",https
telecom_churn,Churn,"imp_null,IQR,enc_null,fea_null,dup_null,out_null,RF",0.940345369,0.454998493,"(3333, 11)",https
Fraud,isFlaggedFraud,"IQR,MM,enc_null,fea_null,dup_null,out_null,NB",1.0,47.14659524,"(6362620, 11)",https
car_data,Purchased,"ED,OE,ZS,fea_null,dup_null,out_null,RF",0.92,0.111075878,"(1000, 5)",https
student_prediction,GRADE,"ZS,enc_null,nor_null,fea_null,dup_null,out_null,RF",0.310344828,0.147984982,"(145, 33)",https
Bank Customer Churn Prediction,churn,"OE,imp_null,nor_null,fea_null,dup_null,out_null,RF",0.8625,0.796402931,"(10000, 12)",https
waterQuality,is_safe,"ZSB,enc_null,nor_null,fea_null,dup_null,out_null,RF",0.958046337,0.654186249,"(7999, 21)",https
tablet,FiyatAraligi,"ZS,imp_null,enc_null,fea_null,dup_null,out_null,LDA",0.943781166,0.032942057,"(2000, 20)",https
audit_data,Risk,"IQR,nor_null,enc_null,fea_null,dup_null,out_null,RF",1.0,0.090421438,"(776, 27)",https
smart_grid_stability_augmented,stabf,"ZSB,nor_null,enc_null,fea_null,dup_null,out_null,RF",1.0,3.396378517,"(60000, 14)",https
startup data,status,"IQR,MM,enc_null,fea_null,dup_null,out_null,RF",1.0,0.11602354,"(923, 49)",https
bmi,Index,"OE,ZS,imp_null,fea_null,dup_null,out_null,RF",0.9,0.096302986,"(500, 4)",https
Music Genre Classification,Class,"MEDIAN,OE,nor_null,fea_null,dup_null,out_null,RF",0.506111111,3.904087067,"(17996, 17)",https
milknew,Grade,"imp_null,enc_null,MM,fea_null,dup_null,out_null,RF",1.0,0.089093924,"(1059, 8)",https
Credit Risk Classification,label,"DROP,imp_null,nor_null,fea_null,dup_null,out_null,RF",0.816326531,0.125014067,"(1125, 13)",https
Heart Attack Data Set,target,"IQR,enc_null,nor_null,fea_null,dup_null,out_null,RF",0.890909091,0.089013815,"(303, 14)",https
bank-direct-marketing-campaigns,y,"OE,IQR,ZS,fea_null,dup_null,out_null,RF",0.905577173,2.02621603,"(41188, 20)",https
Car_Insurance_Claim,OUTCOME,"MEAN,OE,IQR,ZS,dup_null,out_null,RF",0.840707965,0.564074516,"(10000, 19)",https
Covid Dataset,COVID-19,"OE,imp_nill,fea_null,nor_null,dup_null,out_null,RF",0.984360626,0.279006958,"(5434, 21)",https
Customertravel,Target,"OE,ZS,nor_null,nor_null,dup_null,out_null,RF",0.890052356,0.108130693,"(954, 7)",https
employee_attrition_train,Attrition,"OE,ZS,enc_null,nor_null,dup_null,out_null,RF",0.897435897,0.156104803,"(1029, 35)",https
